Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
44915,Sachgesamtheit,Kreis Segeberg,Rohlstorf,"Margarethenhof 6-8, 10-12, 11, 11-15, 13, 14-16, 15",Gut Margarethenhof,"Gut Margarethenhof; 1801-02, Bauherren Jakob und Paul Roßberg; achsiale Anlage mit Herrenhaus, flankierenden Wirtschaftsgebäuden (Scheune, ehem. Pferdestall, ehem. Kornspeicher) und Birkenallee, zugehörig drei nördlich gelegene Arbeiterwohnhäuser. Herrenhaus mit breitem Mittelzwerchhaus im schlichten frühklassizistischen Stil","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Herrenhaus mit östlicher und nördlicher Birkenallee und Einfriedung (Margarethenhof 11), ehem. Kornspeicher (Margarethenhof 13); Scheune,  ehem. Pferdestall, Remise (Margarethenhof 15); Arbeiterwohnhaus mit Stallgebäude (Margarethenhof 6-8), Arbeiterwohnhaus (Margarethenhof 10-12), Arbeiterwohnhaus (Margarethenhof 14-16)",
44890,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Christianenthal 1,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1865; eingeschossiges Bauernhaus in Backsteinbauweise, reetgedecktes Satteldach, Giebelfassaden mit Lisenen und Zierfriesen, Fachwerkscheune","Geschichtlich, Kulturlandschaftlich","Wohn- und Wirtschaftsgebäude, Scheune",
5869,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 1 a,Gut Rohlstorf: Speicher,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7072,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 1,Gut Rohlstorf: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7073,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 5,Gut Rohlstorf: ehem. Försterei,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
28383,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 5,Gut Rohlstorf: Backhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7074,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 7,Gut Rohlstorf: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,
7075,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 8,Gut Rohlstorf: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,
7267,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 10,Gut Rohlstorf: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,
7268,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 12,Gut Rohlstorf: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,
28384,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 12,Gut Rohlstorf: Stallgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7269,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 14,Gut Rohlstorf: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Äußeres,
28385,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf 14,Gut Rohlstorf: Stallgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7076,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf,Gut Rohlstorf: Mauerzüge beids.d.Platz im Dorf,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
10564,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf,Gut Rohlstorf: gepflasterte Allee zum Dorf (Nordteil),Alteintragung (Aktualisierung vorgesehen),Geschichtlich,Alteintragung (Aktualisierung vorgesehen),
10565,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Gut Rohlstorf,Gut Rohlstorf: gepflasterte Zufahrtsallee zum Dorf (Südteil),Alteintragung (Aktualisierung vorgesehen),Geschichtlich,Alteintragung (Aktualisierung vorgesehen),
13553,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Kirchweg 1,Alte Schule,"Alte Schule; 1828/1885; eingeschossiger, traufständiger Backsteinbau, Satteldach mit Halbwalm nach Nordwesten, Zwerchhaus, vier Hausbäume","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Alte Schule, Hausbäume",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13553.jpg
13464,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Kirchweg 2,Pastorat,"Pastorat; 1805/06 von Architekt Meisner; eingeschossiger, breit gelagerter Backsteinbau unter Walmdach, Vorderseite durch flache Lisenen gegliedert, drei Hausbäume, Nebengebäude","Geschichtlich, Städtebaulich","Pastorat, Hausbäume, Nebengebäude",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13464.jpg
3873,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Kirchweg,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/3873.jpg
20842,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Kirchweg,Gruft Schwerdtfeger,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch","Gruft Schwerdtfeger, zwei Sandsteinsarkophage",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/20842.jpg
13115,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Margarethenhof 11,Herrenhaus,"Herrenhaus; 1. Hälfte 19. Jh.; eingeschossiger, traufständiger Putzbau mit Halbwalmdach und übergiebeltem Mittelrisalt, Fassade mit Gesimsen gegliedert","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Herrenhaus, östliche und nördliche Birkenallee, Einfriedung",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13115.jpg
13659,Bauliche Anlage,Kreis Segeberg,Rohlstorf,Warderdamm 1,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1862; eingeschossiges Bauernhaus in Backsteinbauweise, reetgedecktes Satteldach, Giebelfassaden mit Lisenen, Spitzbögen und Zierfriesen, Nebengebäude","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Nebengebäude",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13659.jpg
20838,Gründenkmal,Kreis Segeberg,Rohlstorf,Kirchweg,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Gusseisenpforte",
48298,Sachgesamtheit,Kreis Segeberg,Schmalensee,Dorfstraße 31,Hof Saggau,"Hof Matthias Saggau; 1885; im historischen Ortskern gelegenes Ensemble aus Wohn- und Wirtschaftsgebäude, Einfriedung, Scheune und Hofpflasterung","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude mit Einfriedung, Scheune, Hofpflasterung",
26608,Bauliche Anlage,Kreis Segeberg,Schmalensee,Belauer Straße 10,Fachhallenkate,"Fachhallenkate; 1790; eingeschossiger, traufständiger Fachwerkbau mit reetgedeckten Satteldach, Wirtschaftsteil mit Grootdör nach Südosten","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
42931,Bauliche Anlage,Kreis Segeberg,Schmalensee,Dorfstraße 31,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude; 1885; zweigeschossiger, traufständiger Backsteinbau aus Wohnteil und Wirtschaftsteil unter Satteldach, Wohnteil mit Vorhalle und breitem Quergiebel, Einfriedung","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Einfriedung",
43686,Gründenkmal,Kreis Segeberg,Schmalensee,Dorfstraße,Eiche mit Gedenkstein,"Eiche mit Gedenkstein; 19. Jh.; Eiche mit ausladender Krone, daneben Findling mit erläuternder Tafel","Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,
3760,Bauliche Anlage,Kreis Segeberg,Schmalfeld,Dorfstraße,Königsbrücke,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/3760.jpg
44065,Gründenkmal,Kreis Segeberg,Schmalfeld,Dorfstraße,Kaisereiche,"Kaisereiche mit Gedenkstein; 1913; Eiche für das Regierungsjubiläum Kaiser Wilhelms II., Gedenkstein mit Inschrifttafel","Geschichtlich, Kulturlandschaftlich","Kaisereiche, Gedenkstein",
22038,Bauliche Anlage,Kreis Segeberg,Schwissel,Dorfstraße,Rantzaustein,Rantzaustein; 1597; Granitfindling mit Inschrift,"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
41010,Sachgesamtheit,Kreis Segeberg,Seedorf,Kirchstraße,Kirche Schlamersdorf,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche, Kirchhof, Grabmale bis 1870, Feldsteinböschungsmauer, Lindenkranz um Kirchhofserweiterung",
1239,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 6,Gut Seedorf: Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8543,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 8,Gut Seedorf: Wohnhaus westl. Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8544,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 10 - 12,Gut Seedorf: Wohn- und Wirtschaftsgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
8545,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 10,Gut Seedorf: Fachwerkgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1238,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 14,Gut Seedorf: Orangerie,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1237,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 16,Gut Seedorf: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
29658,Bauliche Anlage,Kreis Segeberg,Seedorf,Am Burggraben 26,Gut Seedorf: ehem. Kuhhaus,"ehem. Kuhhaus; 1910; zum Gut Seedorf gehöriger, stattlicher Backsteinbau auf rechteckigem Grundriss, Satteldach, zeittypische Backsteingliederungselemente, Öffnungen mit Segmentbögen, an Südgiebel seitliche Einfahrt und große rundbogige Speicherluke, innen Beton-Unterzugsystem","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/29658.jpg
11268,Bauliche Anlage,Kreis Segeberg,Seedorf,Berliner Straße 36,ehem. Polizeistation,"ehem. Polizeistation; 1929; eingeschossiger, traufständiger Backsteinbau unter reetgedecktem Halbwalmdach, Traufe über dem Eingang fledermausbogenförmig erhöht","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/11268.jpg
13453,Bauliche Anlage,Kreis Segeberg,Seedorf,Hohlegruft 6,ehem. Forsthaus,"ehem. Forsthaus; um 1880-85; zweigeschossiger, traufständiger Backsteinbau unter Satteldach, Ecklisenen, abgetreppte Ortganggesimse","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/13453.jpg
6465,Bauliche Anlage,Kreis Segeberg,Seedorf,Kirchstraße,Kirche,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/6465.jpg
2710,Bauliche Anlage,Kreis Segeberg,Seedorf,Papiermühle 1,Wohnhaus der ehem. Papiermühle,"Wohnhaus der ehem. Papiermühle; 1855; eingeschossiger Backsteinbau unter pfannengedecktem Halbwalmdach, mittiges Zwerchhaus","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/2710.jpg
26610,Bauliche Anlage,Kreis Segeberg,Seedorf,Papiermühle,Brücke mit Mühlenwehr,"Brücke mit Mühlenwehr; 18. Jh.; Steinbrücke mit zwei Wehren über Tensfelder Au im Osten sowie über schmalen Kanal, Balustrade mit Balustern und eckigen Pfeilern, Zufahrt zum Wohnhaus der ehem. Papiermühle","Geschichtlich, Kulturlandschaftlich, Technisch",gesamtes Objekt,
19893,Gründenkmal,Kreis Segeberg,Seedorf,Am Burggraben,Gut Seedorf: Zufahrtsallee zum Torhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19893.jpg
20857,Gründenkmal,Kreis Segeberg,Seedorf,Am Markt,Dorfanger,"Dorfanger Schlamersdorf; auf das späte Mittelalter zurückgehende dreieckige Platzanlage mit umgebendem Kranz aus Rosskastanien, im Zentrum eine schleswig-holsteinische Doppeleiche","Geschichtlich, Kulturlandschaftlich, Städtebaulich","Dorfanger, Doppeleiche, Rosskastanienkranz",
24728,Gründenkmal,Kreis Segeberg,Seedorf,Am Seedorfer See,Gut Seedorf: Dorfallee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
24729,Gründenkmal,Kreis Segeberg,Seedorf,Am Thiergarten,Gut Seedorf: Hornsdorfer Allee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/24729.jpg
19892,Gründenkmal,Kreis Segeberg,Seedorf,Himmelsallee,Zufahrtsallee zum Torhaus Seedorf,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/19892.jpg
24695,Gründenkmal,Kreis Segeberg,Seedorf,Kirchstraße 1,Pastoratsgartenallee,Pastoratsgartenallee; 1810; Lindenallee von der Kirche zum ehem. Pastorat,"Geschichtlich, Kulturlandschaftlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/24695.jpg
12573,Gründenkmal,Kreis Segeberg,Seedorf,Kirchstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Feldsteinböschungsmauer, Lindenkranz um Kirchhofserweiterung",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12573.jpg
38065,Sachgesamtheit,Kreis Segeberg,Seth,Hauptstraße 57,Bauernhof Hauptstraße 57,"Bauernhof, bestehend aus: Wohn- und Wirtschaftsgebäude, eingeschossiger Halbwalmdachbau mit Lootor und Ziegelfassade, nach 1880; parallel dazu niedrigerer Stallbau mit Satteldach und Ziegelfassade, mit Verbindungsbau zum Wohnteil, um 1900; Zufahrt mit Einfassungsmauer; Hofraum mit Katzenkofpsteinpflaser; Bauerngarten mit Walleinfassung","Geschichtlich, Städtebaulich","Wohn- und Wirtschaftsgebäude, Stall, Bauerngarten mit Wall, Einfassungsmauer der Zufahrt, Pflasterung des Hofraumes",
38066,Bauliche Anlage,Kreis Segeberg,Seth,Hauptstraße 57,Wohn- und Wirtschaftsgebäude,"Wohn- und Wirtschaftsgebäude, eingeschossiger Halbwalmdachbau mit Lootor und Ziegelfassade, nach 1880","Geschichtlich, Städtebaulich",gesamtes Objekt,
38067,Bauliche Anlage,Kreis Segeberg,Seth,Hauptstraße 57,Stall,"Parallel zum Wohn- und Wirtschaftsgebäude niedrigerer Stallbau mit Satteldach und Ziegelfassade, mit Verbindungsbau zum Wohnteil, um 1900","Geschichtlich, Städtebaulich",gesamtes Objekt,
43723,Sachgesamtheit,Kreis Segeberg,Sievershütten,Kirchstraße 21,Petruskirche Sievershütten,"Petruskirche Sieversbrücken; 1902-1969; am südlichen Ortseingang gelegenes Ensemble aus Kapelle / Petruskirche, 1969, Friedhof, 1902, Glockenträger und Friedhofsmauer","Geschichtlich, Künstlerisch, Städtebaulich","Petruskirche, Friedhof mit Glockenträger, Friedhofsmauer",
11353,Bauliche Anlage,Kreis Segeberg,Sievershütten,Kirchstraße 11,Fachhallenkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
20811,Bauliche Anlage,Kreis Segeberg,Sievershütten,Kirchstraße 21,Petruskirche,"Kapelle, Petruskirche; 1969, Architekt Friedrich Grundmann; eingeschossiger Massivbau mit abfallendem Pultdach über unregelmäßigem Grundriss, Glockenturm im Norden, Außenwände mit Ziegelverblendung","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,
11009,Bauliche Anlage,Kreis Segeberg,Stipsdorf,Dorfstraße 7,Landhaus Wagner,"Landhaus Wagner; 1937; eingeschossiges Fachwerkhaus unter reetgedecktem Halbwalmdach in Formen des Heimatschutzstils mit zwei großen Trapezgauben, mit bauzeitlichem Garagenbau","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Landhaus Wagner, Garage",
10406,Bauliche Anlage,Kreis Segeberg,Stocksee,Stockseehof,Gutshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
22042,Bauliche Anlage,Kreis Segeberg,Strukdorf,Dorfstraße 16,Wohnhaus,"Wohnhaus; nach 1882; zweigeschossiger Backsteinbau unter Walmdach mit Mittelrisalit und spätklassizistischer Bauzier, Wirtschaftsgebäude, Barockkartusche aus Traventhal","Geschichtlich, Städtebaulich","Wohnhaus, Wirtschaftsgebäude, Barockkartusche aus Traventhal",
4017,Bauliche Anlage,Kreis Segeberg,Strukdorf,Dorfstraße 26,Fachhallenkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,
27053,Bauliche Anlage,Kreis Segeberg,Struvenhütten,Hauptstraße 9,ehem. Hirtenkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,
41011,Sachgesamtheit,Kreis Segeberg,Sülfeld,"Am Markt 14, 16, Am Markt",Kirche Sülfeld,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Feldsteinböschungsmauer, Baumkranz (Am Markt); Pastorat (Am Markt 16), ehem. Remise (Am Markt 14)",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/41011.jpg
41012,Sachgesamtheit,Kreis Segeberg,Sülfeld,Neuer Weg,Friedhof Sülfeld,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich","Friedhof, Friedhofskapelle",
42395,Bauliche Anlage,Kreis Segeberg,Sülfeld,Alte Poststraße 5,Altes Forsthaus,"Altes Forsthaus; um 1730; eingeschossiger, traufständiger Backsteinbau mit Schopfwalmdach, Stallgebäude, eingeschossiger Fachwerkbau mit Walmdach","Geschichtlich, Kulturlandschaftlich","Altes Forsthaus, Stallgebäude",
43554,Bauliche Anlage,Kreis Segeberg,Sülfeld,Am Dorfplatz 1 a,Alte Schule,"Alte Schule; 1915; eingeschossiger, traufständiger Backsteinbau mit schiefergedecktem Schopfwalmdach, die südliche Gebäudehälfte nach Westen und Osten als breite Risalite ausgebildet","Geschichtlich, Städtebaulich",gesamtes Objekt,
33281,Bauliche Anlage,Kreis Segeberg,Sülfeld,Am Markt 9,ehem. Gasthof Scheel,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/33281.jpg
12559,Bauliche Anlage,Kreis Segeberg,Sülfeld,Am Markt 14,ehem. Remise,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12559.jpg
12558,Bauliche Anlage,Kreis Segeberg,Sülfeld,Am Markt 16,Pastorat,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12558.jpg
3818,Bauliche Anlage,Kreis Segeberg,Sülfeld,Am Markt,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/3818.jpg
20982,Bauliche Anlage,Kreis Segeberg,Sülfeld,Neuer Weg,Friedhofskapelle,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",Alteintragung (Aktualisierung vorgesehen),
33451,Bauliche Anlage,Kreis Segeberg,Sülfeld,Oldesloer Straße 5,Alte Schule,"Alte Schule; 1913, Architekt Karl Zöllner; eingeschossiger Backsteinbau im barockisierenden Heimatschutzstil, Walmdach, Mittelrisalit mit rustizierten Ecken, Mitteleingang und geschwungenem Giebelfeld","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/33451.jpg
2203,Bauliche Anlage,Kreis Segeberg,Sülfeld,Parkallee 1,Gut Borstel: Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/2203.jpg
27025,Gründenkmal,Kreis Segeberg,Sülfeld,Am Dorfplatz,Dorfplatz,Dorfplatz; im Kern auf das späte Mittelalter zurückgehend; dreieckiger Platz mit Doppeleiche mit Gedenkstein,"Geschichtlich, Kulturlandschaftlich, Städtebaulich","Dorfplatz, Doppeleiche mit Gedenkstein",
20829,Gründenkmal,Kreis Segeberg,Sülfeld,Am Markt,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Feldsteinböschungsmauer, Baumkranz",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/20829.jpg
20832,Gründenkmal,Kreis Segeberg,Sülfeld,Neuer Weg,Friedhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
12665,Gründenkmal,Kreis Segeberg,Sülfeld,Parkallee 1 - 40,Gut Borstel: Gutspark,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Gut Borstel: Gutspark, südliche Randallee des ehem. Barockgartens, Linden der Querallee des ehem. Barockgartens, Eibe am Betriebshof, Eibe im Pleasureground, Douglasie, nördlicher Uferbereich des Mühlenteiches",https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/12665.jpg
12666,Gründenkmal,Kreis Segeberg,Sülfeld,Parkallee 1 - 40,Gut Borstel: Zufahrtsallee,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
27958,Gründenkmal,Kreis Segeberg,Sülfeld,Parkallee 1 - 40,Gut Borstel: zwei Reihen Linden im Ehrenhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
27024,Bauliche Anlage,Kreis Segeberg,Todesfelde,Am Dorfplatz,Ehrenmalanlage,"Ehrenmalanlage; 1897 - nach 1945; Eiche mit Gedenkstein für Kaiser Wilhelm I., 1897, Kriegerdenkmal für die Gefallenen des Ersten Weltkriegs, 1921, Ehrenmal für die Gefallenen und Vermissten des Zweiten Weltkriegs und die Heimatvertriebenen, nach 1945","Geschichtlich, Städtebaulich","Ehrenmalanlage, Eiche für Kaiser Wilhelm I. mit Gedenkstein, Kriegerdenkmal für die Gefallenen des Ersten Weltkriegs, Ehrenmal für die Gefallenen und Vermissten des Zweiten Weltkriegs und die Heimatvertriebenen",
50917,Bauliche Anlage,Kreis Segeberg,Trappenkamp,Sudetenplatz 15,Kath. Kirche St. Josef mit Sakristei und künstlerischer Ausstattung,"Katholische Kirche; 1965/66 als Ersatz für eine Kleinkirche von 1957; künstlerische Ausstattung vom Künstlerehepaar Ruth und Theo M. Landmann, Osnabrück; Buntverglasung sign. H. Bringmann & Sohn Osnabrück; Kirchensaal unter flach geneigtem Grabendach über rechteckigem Grundriss, mit angefügter Sakristei und separatem Glockenturm","Geschichtlich, Künstlerisch, Städtebaulich","Kath. Kirche St. Josef mit Sakristei und künstlerischer Ausstattung, Glockentrum",
9534,Bauliche Anlage,Kreis Segeberg,Travenhorst,Steenkrütz 6,Schwarze Kate,"sog. Schwarze Kate; um 1700; kleiner, eingeschossiger Fachwerkbau in Giebellage mit hohem, reetgedecktem Walmdach","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendatarepo.lsh.uni-kiel.de/data/denkmalpflege/fotos/9534.jpg
12903,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Herrenhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12904,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Gedenktempel,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12906,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Torhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12907,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,ehem. Kuhhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12908,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Kornspeicher,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12909,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Wohn- und Stallgebäude,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",Alteintragung (Aktualisierung vorgesehen),
21741,Bauliche Anlage,Kreis Segeberg,Travenhorst,Travenort,Marmorskulptur Trauernde,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
12330,Gründenkmal,Kreis Segeberg,Travenhorst,Travenort,Landschaftspark,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,
