Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
2898,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 107,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2898.jpg
2899,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 109,Hauptstraße 109 Mölln: Wohnhaus,"Wohnhaus; 1789 (archivalisch), Sanierung 1987/88; zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach, westliche Traufseite im Obergeschoss weit auskragend","Geschichtlich, Städtebaulich",gesamtes Objekt,
26673,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 114,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; 18. Jh.; zweigeschossiger, giebelständiger Fachwerkbau unter Kurzwalmdach, leicht vorkragende Schwellbalken und paarweise angeordnete Fachwerkständer","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26673.jpg
29626,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 116,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; Ende 19. Jh.; zweigeschossiger, traufständiger Mauerwerksbau unter Satteldach, verputztes Erdgeschoss und Stuckgliederung im Obergeschoss, prominente Ecklage","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29626.jpg
29627,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 117,Wohnhaus,"Wohnhaus; 1. Hälfte 19. Jh.; zweigeschossiger, giebelständiger Fachwerkbau unter Satteldach mit straßenseitiger Backsteinfassade, zweigeschossiger Rückflügel von 1753 (inschriftlich)","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29627.jpg
3419,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 118 - 120,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3419.jpg
23342,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 121,ehem. Predigerwitwenhaus,"ehem. Predigerwitwenhaus; 1795 (inschriftlich); zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach, Straßenfassade in Erd- und Obergeschoss aufgemauert","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23342.jpg
29629,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 123,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; Ende 19. Jh.; zweigeschossiger Backsteinbau in Ecklage, traufständig mit Satteldach, Backsteingliederung","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29629.jpg
29630,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 127,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; Ende 19. Jh.; zweieinhalbgeschossiger, traufständiger Mauerwerksbau unter Satteldach, verputzte Straßenfassade mit zeittypischer Stuckgliederung","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29630.jpg
23343,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 128,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; spätes 18. Jh.; zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Mansarddach, straßenseitig klassizistische Backsteinfassade","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23343.jpg
3420,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 129,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3420.jpg
50716,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 131,Pumpenhaus,"Pumpenhaus; Anfang des 20. Jh.; eingeschossiger, backsteinsichtiger Mauerwerksbau auf rundem Grundriss unter Kegeldach, Betonsprossenfenster mit Drahtglasscheiben","Geschichtlich, Städtebaulich, Technisch",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/50716.jpg
23344,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 132,Wohnhaus,"Wohnhaus; 19. Jh.; zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach, Straßenfassade in Erd- und Obergeschoss aufgemauert, prominente Ecklage","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23344.jpg
23345,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 136,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; 1815 (inschriftlich); dreigeschossiger, traufständiger Mauerwerksbau unter Walmdach, 1817-33 Reiseunterkunft des Königs von Dänemark und Norwegen Friedrich VI.","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23345.jpg
3423,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 142 a,ehem. Schule,"ehem. Schule; 1859, Umbau 1878, Sanierung 1988-90; eingeschossiger, klassizistischer Putzbau unter Satteldach mit Mittelrisalit, Fassaden der Langseiten mit Fugenschnitt, Rundbogenfenster","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3423.jpg
3421,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 144 - 148,ehem. Lehrerwohnungen,"ehem. Lehrerwohnungen; um 1820, Sanierung 1995; eingeschossiges Fachwerkreihenhaus mit Mauerwerksausfachung unter Kurzwalmdach, auf der Hofseite drei übergiebelte Zwerchhäuser","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3421.jpg
3424,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 148 a,ehem. Gästehaus Medaillongebäude,"ehem. Gästehaus 'Medaillongebäude'; 1550 (dendrochronologisch und inschriftlich), Sanierung 1992-96; zweigeschossiger, backsteinsichtiger Mauerwerksbau auf L-förmigem Grundriss, Satteldach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3424.jpg
3422,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hauptstraße 150,ehem. Stadthauptmannshaus,"ehem. Stadthauptmannshaus; 1413/14 (dendrochronologisch), Sanierung 1984/89; eingeschossiger Backsteinbau unter Kurzwalmdach, L-förmig daran anschließend dreigeschossiger Trakt des 16. Jh.","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3422.jpg
36029,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hempschört 34,Kath. Kirche Heilig Kreuz,"Kath. Kirche Heilig Kreuz; 1957-58, Architekt Walter Bebert; dreischiffige, backsteinsichtige Basilika mit angeschlossenem Glockenturm; eingeschossiges Pfarrhaus mit Garagenanbau","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36029.jpg
32242,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße 5 - 15,Hauptgebäude (Dreiflügelbau),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich, Wissenschaftlich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/32242.jpg
32243,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße 5 - 15,Offiziersvilla (Haus 2),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/32243.jpg
32244,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße 5 - 15,Offiziersvilla (Haus 4),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Äußeres,
32245,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße 5 - 15,Offiziersvilla (Haus 11),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/32245.jpg
32246,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße 5 - 15,Offiziersvilla (Haus 12),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/32246.jpg
22519,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Hindenburgstraße,Mausoleum Dahm,"Mausoleum Dahm; 1841, Bauherr Senator Georg Dahm; eingeschossiger Putzbau unter flachem Zeltdach, klassizistische Fassadengestaltung, Portikus mit Dreiecksgiebel auf dorischen Säulen","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22519.jpg
20787,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Immenstelle 13,Heiliggeistkirche,"Heiliggeistkirche; 1955/56, Architekt Hanns Engelhardt; einschiffige, backsteinsichtige Saalkirche unter Satteldach mit Dachreiter, betont schlichte, traditionelle Formensprache; mit Einfriedung","Geschichtlich, Künstlerisch, Städtebaulich","Heiliggeistkirche, mit Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20787.jpg
36227,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Jähnenstraße 3,Wohnhaus,"Wohnhaus; 1792/93 (archivalisch); eingeschossiger, giebelständiger Fachwerkbau unter Schopfwalmdach mit breit gelagerter Straßenfront, Innenstruktur und Ausstattung in Teilen erhalten","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36227.jpg
36042,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Kaiser-Friedrich-Straße 8,Wohnhaus,"Wohnhaus; 1905 (inschriftlich); zweigeschossiger Putzbau mit dreigeschossigem Querflügel, Giebel der Satteldächer mit Freigespärre, repräsentative Fassadengestaltung mit Jugendstilornamentik","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36042.jpg
36052,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Kerschensteinerstraße 2,Bronzeplastik Handwerker am Bau,"Bronzeplastik 'Handwerker am Bau'; 1963, Bildhauer Karlheinz Goedtke; überlebensgroße Bronzeplastik auf dem Gelände der Beruflichen Schulen des Kreises Herzogtum Lauenburg","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36052.jpg
10736,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Lindenweg 1 a,Konzertmuschel,"Konzertmuschel; 1912; Holzkonstruktion auf gemauertem Sockelgeschoss mit Souterrainräumen, halbrunde Kalotte aus Putzträger und Mörtel unter Mansarddach, seitliche Außentreppe","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/10736.jpg
30975,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Lindenweg 2,Wohnhaus,"Wohnhaus; Ende 19. Jh.; eingeschossiger Putzbau mit Seitenrisalit, Satteldach in den Giebeln zum Teil mit Schnitzwerk gestaltet, reiche Fassadengliederung mit Eckrustika, Loggia und Erkern","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30975.jpg
36057,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Lindenweg 8,Wohnhaus,"Wohnhaus; Ende 19. Jh.; zweigeschossiger, traufständiger Putzbau unter flachgeneigtem Satteldach, in den Giebeln Freigespärre, reiche Fassadengliederung mit Eckrustika, Balkonen und Erkern","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36057.jpg
36048,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Lindenweg,ehem. Forsthaus,"ehem. Forsthaus; 1947; eingeschossiger, traufständiger Holzbau in Blockbauweise unter Satteldach, Sockelgeschoss aus Feldsteinen, bauzeitliche Holzsprossenfenster","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36048.jpg
23351,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Marktstraße 4,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; im Kern vermutlich Anfang 19. Jh., Fassade Ende 19. Jh.; dreigeschossiger Fachwerkbau mit Walmdach, Traufstellung, reiche Putzgliederung in neubarocken Formen mit Mittelbalkon","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23351.jpg
3425,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Marktstraße 14,ehem. Apotheke,"ehem. Apotheke; 1622 (dendrochronologisch), 1649/50; zweigeschossiges Fachwerkgiebelhaus mit Halbwalmdach in Ecklage am Markt, vorkragende Geschosse auf ornamentierten Knaggen und Bohlen, bauzeitliche Haustür mit Oberlicht","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3425.jpg
36058,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenplatz 1,ehem. Feuerwache,"ehem. Feuerwache; 1934; zweigeschossiger, backsteinsichtiger Mauerwerksbau auf t-förmigem Grundriss unter Walmdach mit Schleppgauben, straßenseitig vier Toreinfahrten","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/36058.jpg
24186,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenplatz 3,Wohnhaus,"Wohnhaus; um 1671 (dendrochronologisch), Straßenfassade 1906 erneuert, Sanierung 1989; eingeschossiger, giebelständiger Fachwerkbau unter Kurzwalmdach, straßenseitig Backsteinfassade","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24186.jpg
24187,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenplatz 4,Wohn- und Geschäftshaus,"Wohn- und Geschäftshaus; 18. Jh., Straßenfassade 1983 wiederhergestellt; zweigeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24187.jpg
3415,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenplatz 9,ehem. Stadtmühle,"ehem. Stadtmühle; 1864/65, Sanierung 1992/93; dreigeschossiger, backsteinsichtiger Mauerwerksbau unter Satteldach, eingeschossiger Turbinenhausanbau; mit Hofpflasterung","Geschichtlich, Städtebaulich, Technisch","ehem. Stadtmühle, Hofpflasterung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3415.jpg
23266,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenplatz 9,Mühlenwehr,Mühlenwehr; vermutlich 2. Hälfte 19. Jh.; bestehend aus zweiteiliger Rechenanlage und Brücke; mit spätklassizistischem Gusseisengeländer und historischer Wasserpumpe,"Geschichtlich, Städtebaulich, Technisch","Mühlenwehr, Gusseisengeländer, Wasserpumpe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23266.jpg
2900,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 1,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2900.jpg
23360,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 2,Wohnhaus,"Wohnhaus; Mitte 19. Jh.; zweigeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach, straßenseitig vorgeblendete Backsteinfassade","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23360.jpg
29637,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 7,Wohnhaus,"Wohnhaus; Mitte 19. Jh.; zweigeschossiger, giebelständiger Fachwerkbau unter Kurzwalmdach, straßenseitig vorgeblendete, verputzte Backsteinfassade mit repräsentativer Stuckgliederung","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29637.jpg
29638,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 8,Wohnhaus,"Wohnhaus; Mitte 19. Jh.; zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach, straßenseitig vorgeblendete Backsteinfassade","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29638.jpg
23361,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 9,ehem. Lohgerberei,"ehem. Lohgerberei; 1889, Anbau 1929; zweigeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach mit südöstlich anschließendem ehem. Lederlager","Geschichtlich, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23361.jpg
2901,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 24,Wohnhaus,"Wohnhaus; um 1700, vermutl. umgebaut Anfang 19. Jh., Sanierung 1986; zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach, Eckgebäude","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2901.jpg
2902,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 25 a,Wohn- und Geschäftshaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2902.jpg
23365,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 29,Wohnhaus,"Wohnhaus; vermutl. 1834; zweigeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23365.jpg
23368,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 33,Wohnhaus,"Wohnhaus; Ende 19./Anfang 20. Jh.; eingeschossiger, traufständiger Fachwerkbau unter Satteldach mit übergiebeltem Zwerchhaus","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23368.jpg
2903,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 36,Wohnhaus,"Wohnhaus; 18. Jh.; zweigeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Satteldach, Erdgeschoss gemauert","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2903.jpg
24185,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Mühlenstraße 37,Wohnhaus,"Wohnhaus; 1810 (inschriftlich); zweigeschossiger, giebelständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach, Erdgeschoss gemauert","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24185.jpg
29642,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schäferstraße 1,ehem. Speichergebäude,"ehem. Speichergebäude; 18./19. Jh.; zweigeschossiger, traufständiger Mauerwerksbau unter Satteldach, Dachgeschoss in Fachwerk ausgeführt, straßenseitig Mittelrisalit mit Tor und Ladeluken","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29642.jpg
23340,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schäferstraße 3 a,Rückflügel,"Rückflügel; im Kern vermutlich Mitte 17. Jh., 1988 teilweise umgebaut; zweigeschossiger Fachwerkbau unter Satteldach, doppelte Stockwerksschwellen, Fußstreben und K-Verstrebungen im Obergeschoss","Geschichtlich, Städtebaulich, Wissenschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23340.jpg
35986,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schmilauer Straße 64 - 66,Schulgebäude,"Schulgebäude; im Kern 19. Jh., Umbau 1938; zweigeschossiger, backsteinsichtiger Mauerwerksbau unter Satteldach, straßenseitig Mittelrisalit mit Stufengiebel, Haupteingang hinter offener Galerie","Geschichtlich, Städtebaulich",gesamtes Objekt,
35979,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schmilauer Straße,Ehrenmal zum Befreiungskrieg 1813,"Ehrenmal zum Befreiungskrieg 1813; 1865; so genanntes Hanseatengrab, von Pfeilern umstandene Ehrengrabanlage mit bronzener Gedenktafel für die Gefallenen der Hanseatischen Legion","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35979.jpg
35980,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schmilauer Straße,Hanseatendenkmal,"Hanseatendenkmal; 1865; steinerne Stele mit einer Bekrönung aus in Bronze gearbeiteten, pyramidenartig arrangierten Kanonenkugeln, Einfassung mit niedrigen Bronzepfeilern","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35980.jpg
35982,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schmilauer Straße,Ehrenmal zum Deutsch-Französischen Krieg 1870/71,Ehrenmal zum Deutsch-Französischen Krieg 1870/71; 1879; Säule mit korinthischem Kapitell und bekrönender Adlerfigur auf einem aufwändig gestalteten Sockel mit stilisierten Kanonenläufen,"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35982.jpg
35983,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Schmilauer Straße,Ehrenmal für die Gefallenen des Ersten Weltkrieges,"Ehrenmal der Gefallenen des 1. Weltkrieges; 1925; turmartige Stele mit kuppelförmigem Abschluss auf zweistufigem Sockel; eingefasst von fünf schlanken, die Stele zinnenartig überragende Säulen","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35983.jpg
23391,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 25,Wohnhaus,"Wohnhaus, 1.Hälfte 19. Jh., zweigeschossiger Fachwerkbau, giebelständig mit Kurzwalmdach, Feldsteinsockel, Eichenfachwerk mit Doppelständern","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23391.jpg
23392,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 26,Wohnhaus,"Wohnhaus; vermutlich 18. Jh.; eingeschossiger, traufständiger Fachwerkbau mit Mauerwerksausfachung unter Kurzwalmdach, hoher Feldsteinsockel, straßenseitiges Zwerchhaus","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23392.jpg
23394,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 28,Wohnhaus,"Wohnhaus; im Kern um 1750, Umbau Mitte 19. Jh.; zweigeschossiger, traufständiger Fachwerkbau unter Satteldach mit straßenseitig aufgemauerter Backsteinfassade, vor Haupteingang Freitreppe","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23394.jpg
23397,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 33 - 34,Doppelhaus,"Doppelhaus; Ende 19. Jh., Sanierung und Rekonstruktion 1980er/1990er Jahre; zweigeschossiger, traufständiger Putzbau unter Satteldach, straßenseitig im Erdgeschoss Fugenschnitt","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23397.jpg
5868,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 35,Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
29648,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 42,Wohnhaus,"Wohnhaus; Anfang 20. Jh.; eingeschossiger, giebelständiger Putzbau unter Kurzwalmdach, Sockel aus Natursteinmauerwerk, südwestliche Traufseite mit Fachwerkgaube; gemauerte Einfriedung","Geschichtlich, Städtebaulich","Wohnhaus, Einfriedung",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/29648.jpg
9841,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 47,ehem. Armenhaus,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9841.jpg
24192,Bauliche Anlage,Kreis Hzgt. Lauenburg,"Mölln, Stadt",Seestraße 77,Wohnhaus,"Wohnhaus; Ende 19. Jh.; zweigeschossiger, traufständiger Backsteinbau unter Schopfwalmdach, Straßenfassade mit gemauerten Wandvorlagen und einem übergiebelten Mittelrisalit","Geschichtlich, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24192.jpg
